variable_x,variable_y,correlacion_s1,ic_bootstrap_li,ic_bootstrap_ls,incluye_cero,desv_bootstrap,estado,n,n_boot
mp2_5_mean,mp10_mean,0.9011171101295327,0.8961347309728855,0.9057987856554335,False,0.0024555534486278723,robusta,11590,10000
mp2_5_mean,humedad_mean,0.3261143510240276,0.30654986266655565,0.3453051063207102,False,0.009852076014637485,robusta,11603,10000
mp2_5_mean,temperatura_mean,-0.6206463562104788,-0.6306564551261546,-0.6104210549745077,False,0.005133441780456267,robusta,11603,10000
mp2_5_mean,viento_mean,0.1845698362290561,0.1591032215016177,0.21063568282687012,False,0.013039294746066495,robusta,11603,10000
mp2_5_mean,prop_inversion,0.5193870214849575,0.5012622195003712,0.5372710499431254,False,0.009145276558775959,robusta,11603,10000
