prueba,variable,grupo,grupo_1,grupo_2,media_grupo_1,media_grupo_2,diferencia_medias,t_welch,p_parametrico,n_grupo_1,n_grupo_2
MP2.5: Invierno vs Resto del año,mp2_5_mean,temporada_critica,Invierno,Resto del año,39.724802043422734,17.408345473465143,22.31645656995759,102.34702166442938,0.0,3915,7688
