escenario,n_iteraciones,media_s1,sd_s1,media_simulada,p50_simulado,p95_simulado,prob_mp25_mayor_50,prob_mp25_mayor_80,prob_mp25_mayor_110,mu_lognormal,sigma_lognormal
MP2.5 diario simulado con parámetros S1,10000,24.93820218908903,13.990544011181656,25.090060018831664,21.56027135486346,53.07877900048918,0.0627,0.0073,0.0011,3.079584976873303,0.5230982227819337
