ajustes_registrados,ajustes_criticos,ajustes_criticos_validados,intentos_exploratorios,rechazos_exploratorios_controlados,avisos_numericos_capturados,avisos_no_controlados_en_stderr,estado
122,1,1,13,0,0,0,CUMPLIDO
