estrategia,parametro,coeficiente,odds_ratio,ic_li,ic_ls,ancho_ic
regresion,mes_sin,1.2847619483187027,3.613807581843866,0.5442956040188393,2.025228292618566,1.4809326885997267
regresion,mes_cos,0.4521589050156957,1.5717016800154664,-0.8604852121515147,1.7648030221829063,2.625288234334421
regresion,invierno,5.10812299975799,165.35968323412055,-61.003787237963486,71.22003323747947,132.22382047544295
regresion,es_finde,0.3798497579341119,1.462064909279605,0.16896946996537326,0.5907300459028506,0.42176057593747734
regresion,es_festivo,0.26127016742073167,1.298578451636951,0.06271455451227598,0.45982578032918736,0.3971112258169114
regresion,periodo_gec,-6.900737300637937,0.0010070426620637034,-89.57226662376442,75.77079202248854,165.34305864625296
regresion,mp10_mean,10.799424017171413,48992.57412660042,9.951384806027272,11.647463228315553,1.6960784222882808
regresion,zona_geografica_Norte,1.4630934092409975,4.3193002468541986,0.954386705961765,1.97180011252023,1.017413406558465
regresion,zona_geografica_Oriente,-5.72020363692736,0.003279043100089696,-24.811668785072335,13.371261511217616,38.18293029628995
regresion,zona_geografica_Poniente,-0.6279010888574742,0.5337108378410689,-1.2117536200402177,-0.04404855767473059,1.1677050623654872
regresion,zona_geografica_Sur,-0.3868377705770834,0.6792012724198485,-0.8301887227118434,0.05651318155767654,0.8867019042695199
regresion,nivel_socioeconomico_Q2 (medio-bajo),0.3938735782457611,1.4827130896357277,-0.019410111368958816,0.807157267860481,0.8265673792294399
regresion,nivel_socioeconomico_Q3 (medio),0.42560375398929146,1.5305141948196392,0.005727038884282554,0.8454804690943003,0.8397534302100178
regresion,nivel_socioeconomico_Q4 (medio-alto),-0.6254488459409501,0.5350212325089869,-1.1470352692364965,-0.1038624226454038,1.0431728465910926
regresion,nivel_socioeconomico_Q5 (alto),-5.72020363692736,0.003279043100089696,-24.81166878507066,13.371261511215936,38.18293029628659
regresion,estacion_anio_Otoño,-0.35242524176591833,0.702981121473593,-1.2301867930878096,0.5253363095559731,1.7555231026437828
regresion,estacion_anio_Primavera,11.197118022558723,72919.98496142725,6.773221418163365,15.62101462695408,8.847793208790716
regresion,estacion_anio_Verano,-4.501631137329382,0.01109089100961292,-71.24845631193696,62.245194037278196,133.49365034921516
regresion,temporada_critica_Resto del año,-9.913811805559044,4.9486442956952165e-05,-36.95155867963948,17.123935068521398,54.07549374816088
