parametro,coef_no_penalizado,coef_penalizado_l2,mismo_signo,diferencia_abs
Intercepto,-10.923477023303073,-9.735809123635901,True,1.1876678996671721
mp10_mean,8.218383632677334,7.2760859793793085,True,0.9422976532980254
viento_mean,0.5854886105389464,0.567444151748882,True,0.018044458790064444
temporada_critica_Resto del año,-8.445154289888091,-4.315444861526395,True,4.1297094283616955
