parametro,completos,mediana,regresion,rango_coeficiente
mp10_mean,8.218383632677334,8.163189063763719,8.034660907827279,0.18372272485005503
temporada_critica_Resto del año,-8.445154289888091,-8.455804319893762,-8.353989195521837,0.10181512437192453
viento_mean,0.5854886105389464,0.5648117931083588,0.5531185333915593,0.032370077147387155
