parametro,coef_min,coef_max,or_min,or_max,estrategias_ic_cruza_cero,n_estrategias,rango_coeficiente,signo_consistente,conclusion
mp10_mean,8.034660907827279,8.218383632677334,3086.0921953314332,3708.5032319618326,0,3,0.18372272485005503,True,dirección estable entre estrategias
temporada_critica_Resto del año,-8.455804319893762,-8.353989195521837,0.00021266246513659243,0.00023545536496663618,0,3,0.10181512437192453,True,dirección estable entre estrategias
viento_mean,0.5531185333915593,0.5854886105389464,1.738666662207538,1.7958682514560058,0,3,0.032370077147387155,True,dirección estable entre estrategias
