n,n_parametros,dispersion_pearson,pearson_abs_gt_2_n,pearson_abs_gt_2_%,pearson_abs_gt_3_n,pearson_abs_gt_3_%,leverage_gt_2p_n_n,leverage_gt_2p_n_%,cooks_gt_4_n_n,cooks_gt_4_n_%,max_cooks,max_abs_dfbeta,probabilidades_extremas_n,probabilidades_extremas_%,numero_condicion_diseno
9435,4,163.67651361909174,65,0.688924218335983,55,0.5829358770535241,1521,16.120826709062005,190,2.0137784843667195,0.4263768888521669,0.7887952793846962,6277,66.52888182299947,5.039502613460554
